Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,dem_tile,dem_row,dem_column,elevation_m,slope_deg,aspect_deg
24183,NA/PER/83G10/2020/6,Nagaland,Peren,Peren town,25.52,93.73,N25E093,1728,2628,1282.0,22.6744,240.3948
24184,NA/PER/83G10/2020/7,Nagaland,Peren,Peren-Tening Road,25.52,93.72,N25E093,1728,2592,1358.0,9.4895,96.9529
24185,NA/PER/83G10/2020/8,Nagaland,Peren,Old Peren Rd,25.52,93.73,N25E093,1728,2628,1282.0,22.6744,240.3948
24186,NG/PER/83G14/2015/4,Nagaland,Peren,Peren-Maram road (left bank of,25.526,93.766,N25E093,1706,2758,770.0,45.7174,280.2305
24187,NA/PER/83G10/2020/9,Nagaland,Peren,"New Reserve, Peren",25.53,93.74,N25E093,1692,2664,1353.0,30.7971,303.3641
24188,NA/PER/83G10/2020/10,Nagaland,Peren,Peren town,25.53,93.74,N25E093,1692,2664,1353.0,30.7971,303.3641
24189,NA/PER/83G10/2020/11,Nagaland,Peren,"Nkwaral Village, Peren",25.53,93.73,N25E093,1692,2628,1280.0,14.9066,208.1466
24190,NA/PER/83G10/2020/13,Nagaland,Peren,"Khojai Colony, H/N-182",25.53,93.73,N25E093,1692,2628,1280.0,14.9066,208.1466
24191,NA/PER/83G10/2020/14,Nagaland,Peren,Peren town,25.53,93.74,N25E093,1692,2664,1353.0,30.7971,303.3641
24193,NA/PER/83G10/2020/19,Nagaland,Peren,Peren-New Complex Rd,25.53,93.72,N25E093,1692,2592,1205.0,25.5891,355.7033
24194,NGP/ER/83G14/2015/21,Nagaland,Peren,Left bank of Dziipvo river along,25.531,93.762,N25E093,1688,2743,791.0,17.5919,71.3917
24196,NL/PHE/83K02/2014/35,Nagaland,Phek,Lasumivillage slide,25.53633,94.23894,N25E094,1669,860,1703.0,19.4736,112.1903
24198,NA/PER/83G10/2020/16,Nagaland,Peren,"Paifokram Colony, Peramgyi",25.54,93.74,N25E093,1656,2664,1273.0,11.8953,123.8588
24201,NG/PHE/83K6/2015/248,Nagaland,Phek,Pfiitsero-Lekromi approach,25.546,94.274,N25E094,1634,986,1745.0,39.0018,358.0956
24202,NG/PHE/83K6/2015/250,Nagaland,Phek,Lekromi village,25.546,94.27,N25E094,1634,972,1643.0,29.9806,309.67
24203,NG/KOH/83K2/2015/153,Nagaland,Kohima,Kidima-Leshemi/Zuketsa,25.548,94.188,N25E094,1627,677,1218.0,25.4133,135.6835
24204,NL/KOH/83K02/2014/42,Nagaland,Kohima,Between Kezoma- Leshimi,25.54831,94.19192,N25E094,1626,691,1089.0,25.5078,71.7104
24205,NG/PHE/83K6/2015/268,Nagaland,Phek,Pfiitsero-Tadubi road,25.549,94.286,N25E094,1624,1030,1876.0,25.86,271.9139
24206,NG/KOH/83K2/2015/114,Nagaland,Kohima,Viswema terrace fields,25.552,94.149,N25E094,1613,536,1478.0,9.3225,204.197
24207,NG/PHE/83K6/2015/261,Nagaland,Phek,Chizami-Thetsumi-Razeba road,25.552,94.36,N25E094,1613,1296,1640.0,20.729,76.3931
24208,NG/PHE/83K6/2015/252,Nagaland,Phek,Chizami-Thetsumi-Razeba road,25.552,94.362,N25E094,1613,1303,1594.0,35.5012,186.8621
24210,NG/KOH/83K2/2015/116,Nagaland,Kohima,Viswema terrace fields,25.553,94.148,N25E094,1609,533,1497.0,17.3949,141.9979
24211,NG/PHE/83K14/2017/53,Nagaland,Phek,New Thewati to Washello,25.553833,94.762389,N25E094,1606,2745,1162.0,4.3248,335.4675
24212,NG/KOH/83K2/2015/124,Nagaland,Kohima,Viswema terrace fields,25.554,94.148,N25E094,1606,533,1535.0,21.2489,171.3751
24213,NL/PHE/83K02/2014/32,Nagaland,Phek,Zunheboto - Chuzuba,25.55408,94.23669,N25E094,1605,852,1168.0,26.977,342.5649
24214,NG/PHE/83K14/2017/54,Nagaland,Phek,New Thewati to Washello,25.554167,94.760944,N25E094,1605,2739,1160.0,8.2891,0.0
24216,NG/PHE/83K14/2017/52,Nagaland,Phek,New Thewati,25.555969,94.764325,N25E094,1599,2752,1119.0,5.2246,51.7127
24217,NL/KOH/83K02/2014/48,Nagaland,Kohima,Viswema slide,25.55697,94.15322,N25E094,1595,552,1471.0,17.4407,132.0554
24218,NG/PHE/83K6/2015/245,Nagaland,Phek,Pfiitseromi village,25.559,94.284,N25E094,1588,1022,1747.0,9.2478,217.3101
24221,NG/PHE/83K14/2017/50,Nagaland,Phek,New Thewati,25.559211,94.769978,N25E094,1587,2772,1088.0,19.5331,139.8435
24223,NG/KOH/83K2/2015/176,Nagaland,Kohima,Approx. 470m ESE of Viswema,25.56,94.153,N25E094,1584,551,1539.0,31.6722,144.4295
24224,NG/PHE/83K14/2017/20,Nagaland,Phek,Shillio to New Thewati,25.560844,94.773214,N25E094,1581,2784,1073.0,36.5302,190.4673
24225,NG/PHE/83K6/2015/282,Nagaland,Phek,Upslope of Pfiitsero-Tadubi,25.561,94.294,N25E094,1580,1058,1981.0,38.2767,309.8721
24227,NG/PER/83G14/2015/28,Nagaland,Peren,South of Benreu,25.561,93.858,N25E093,1580,3089,1491.0,46.4699,254.3886
24228,NG/PHE/83K14/2017/18,Nagaland,Phek,Shillio to New Thewati,25.561306,94.780778,N25E094,1579,2811,1061.0,17.1109,323.3119
24229,NG/PHE/83K14/2017/17,Nagaland,Phek,Shillio to New Thewati,25.561389,94.783889,N25E094,1579,2822,1045.0,36.0194,244.268
24230,NG/PHE/83K14/2017/19,Nagaland,Phek,Shillio to New Thewati,25.561903,94.778178,N25E094,1577,2801,1019.0,12.8799,135.0674
24232,NG/PHE/83K10/2017/36,Nagaland,Phek,LephoriReguri road,25.562667,94.608,N25E094,1574,2189,1791.0,37.9894,117.7986
24233,NL/KOH/83K02/2014/36,Nagaland,Kohima,Viswema slide,25.56292,94.14544,N25E094,1573,524,1648.0,8.209,316.8333
24235,NG/KOH/83K2/2015/74,Nagaland,Kohima,Viswema village,25.563,94.147,N25E094,1573,529,1656.0,6.1451,90.0
24236,NG/KOH/83K2/2015/195,Nagaland,Kohima,NH-29,25.563,94.14,N25E094,1573,504,1711.0,34.9193,39.0317
24238,NG/KOH/83K2/2015/199,Nagaland,Kohima,NH-29,25.565,94.138,N25E094,1566,497,1691.0,22.2307,41.1909
24239,NL/KOH/83K02/2014/39,Nagaland,Kohima,Kidima north east slope,25.56544,94.17208,N25E094,1564,619,1373.0,19.6097,275.8677
24244,NG/PER/83G14/2015/16,Nagaland,Peren,SE of Benreu,25.566,93.863,N25E093,1562,3107,1672.0,46.3592,133.6954
24245,NG/PHE/83K14/2017/56,Nagaland,Phek,New Thewati to Washello,25.566583,94.763722,N25E094,1560,2749,1391.0,22.8231,139.4377
24246,NG/PHE/83K14/2017/55,Nagaland,Phek,New Thewati to Washello,25.566944,94.773222,N25E094,1559,2784,1314.0,24.6009,182.8082
24248,NG/PHE/83K14/2017/14,Nagaland,Phek,Shillio to New Thewati,25.568528,94.784806,N25E094,1553,2825,999.0,28.9476,316.4148
24249,NG/PHE/83K14/2017/16,Nagaland,Phek,Shillio to New Thewati,25.568611,94.783078,N25E094,1553,2819,958.0,8.161,8.999
24250,NG/PHE/83K2/2015/145,Nagaland,Phek,On the immediate downslope of,25.569,94.234,N25E094,1552,842,1627.0,26.6629,228.6332
24251,NG/PHE/83K6/2015/311,Nagaland,Phek,75m downslope of Kohima-,25.569,94.283,N25E094,1552,1019,1835.0,30.3069,217.8808
24252,NG/PER/83G14/2015/15,Nagaland,Peren,ESE of Benreu,25.569,93.872,N25E093,1552,3139,1402.0,20.9296,164.3478
24253,NG/PER/83G14/2015/13,Nagaland,Peren,ESE of Benreu,25.57,93.871,N25E093,1548,3136,1464.0,26.0368,119.2587
24254,NG/PHE/83K14/2017/22,Nagaland,Phek,Shillio to Avakhung,25.570222,94.877278,N25E094,1547,3158,1212.0,36.2734,124.996
24255,NL/KOH/83K02/2014/38,Nagaland,Kohima,Viswema-Kedima road,25.57086,94.17047,N25E094,1545,614,1182.0,12.6014,312.0521
24256,NG/PHE/83K6/2015/263,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.571,94.253,N25E094,1544,911,1889.0,24.2757,212.4909
24258,NG/PER/83G14/2015/11,Nagaland,Peren,ESE of Benreu,25.571,93.871,N25E093,1544,3136,1475.0,35.6927,96.7941
24262,NG/PER/83G14/2015/14,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.572,93.787,N25E093,1541,2833,1482.0,39.5177,250.2126
24263,NG/PHE/83K14/2017/15,Nagaland,Phek,Shillio to New Thewati,25.572058,94.784969,N25E094,1541,2826,977.0,34.9071,259.6425
24264,NL/KOH/83K02/2014/37,Nagaland,Kohima,Viswema -Kedima road,25.57244,94.17178,N25E094,1539,618,1181.0,4.4733,219.1101
24265,NG/PHE/83K6/2015/247,Nagaland,Phek,Pfiitsero Town,25.574,94.295,N25E094,1534,1062,2036.0,21.1627,10.6861
24266,NG/PHE/83K6/2015/285,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.574,94.332,N25E094,1534,1195,1756.0,41.9379,339.5399
24267,NG/PER/83G14/2015/9,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.575,93.777,N25E093,1530,2797,1445.0,17.59,169.3986
24268,NG/PHE/83K6/2015/305,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.576,94.351,N25E094,1526,1264,1519.0,26.5037,349.109
24270,NG/PER/83G14/2015/7,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.576,93.878,N25E093,1526,3161,1536.0,31.9425,204.6688
24271,NG/PHE/83K14/2017/13,Nagaland,Phek,Shillio to New Thewati,25.576444,94.785556,N25E094,1525,2828,1001.0,33.0589,268.2185
24272,NG/PER/83G14/2015/6,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.578,93.805,N25E093,1519,2898,1581.0,30.741,236.0832
24273,NG/PER/83G14/2015/26,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.579,93.87,N25E093,1516,3132,1621.0,34.6707,171.4198
24274,NG/PHE/83K14/2017/23,Nagaland,Phek,Shillio to Avakhung,25.581,94.863694,N25E094,1508,3109,1229.0,37.7816,355.6847
24275,NG/PHE/83K10/2017/37,Nagaland,Phek,LephoriReguri road,25.581333,94.627306,N25E094,1507,2258,1642.0,27.9605,67.1191
24276,NG/PHE/83K14/2017/12,Nagaland,Phek,Shillio to New Thewati,25.581806,94.784833,N25E094,1505,2825,975.0,48.5276,296.3302
24277,NAG/PHEK/83K06/2009/F-6,Nagaland,Phek,"Mesolumi, Chizami Bridge slide",25.58194,94.35,N25E094,1505,1260,1417.0,17.4901,214.7192
24278,NG/PHE/83K14/2017/24,Nagaland,Phek,Shillio to Avakhung,25.581944,94.858139,N25E094,1505,3089,1215.0,36.8033,102.1781
24280,NG/PHE/83K14/2017/11,Nagaland,Phek,Shillio to New Thewati,25.582694,94.785139,N25E094,1502,2827,974.0,36.6606,275.9296
24281,NG/PHE/83K14/2017/10,Nagaland,Phek,Shillio to New Thewati,25.583694,94.785639,N25E094,1499,2828,969.0,25.8209,259.397
24282,NG/PHE/83K14/2017/25,Nagaland,Phek,Shillio to Avakhung,25.583833,94.858,N25E094,1498,3089,1203.0,31.2967,114.7958
24283,NG/PHE/83K14/2017/26,Nagaland,Phek,Shillio to Avakhung,25.584147,94.8582,N25E094,1497,3090,1198.0,34.3289,119.8545
24284,NG/PHE/83K14/2017/9,Nagaland,Phek,Shillio to New Thewati,25.584519,94.792344,N25E094,1496,2852,1081.0,22.7152,234.5467
24286,NG/PHE/83K14/2017/34,Nagaland,Phek,Shillio to Avakhung,25.585472,94.846833,N25E094,1492,3049,1181.0,33.6362,48.469
24287,NG/PHE/83K6/2015/286,Nagaland,Phek,Pfiitsero-Phesachodu road,25.586,94.288,N25E094,1490,1037,1963.0,25.1336,158.6889
24288,NG/PHE/83K14/2017/27,Nagaland,Phek,Shillio to Avakhung,25.586389,94.858222,N25E094,1489,3090,1235.0,36.8487,89.0718
24289,NG/PHE/83K14/2017/28,Nagaland,Phek,Shillio to Avakhung,25.586389,94.858222,N25E094,1489,3090,1235.0,36.8487,89.0718
24290,NG/PHE/83K14/2017/29,Nagaland,Phek,Shillio to Avakhung,25.587778,94.858722,N25E094,1484,3091,1269.0,36.6699,131.123
24291,NG/PHE/83K6/2015/308,Nagaland,Phek,Pfiitsero-Phesachodu approach,25.588,94.292,N25E094,1483,1051,2030.0,29.1499,168.3971
24292,NG/PHE/83K14/2017/8,Nagaland,Phek,Shillio to New Thewati,25.588389,94.78825,N25E094,1482,2838,969.0,23.8446,259.9812
24293,NG/PHE/83K14/2017/30,Nagaland,Phek,Shillio to Avakhung,25.588806,94.859428,N25E094,1480,3094,1266.0,36.4714,145.2078
24294,NG/PHE/83K14/2017/57,Nagaland,Phek,Washello to Zhipu,25.589222,94.766083,N25E094,1479,2758,1715.0,33.4051,165.8222
24295,NG/PHE/83K14/2017/35,Nagaland,Phek,Shillio to Avakhung,25.590139,94.846333,N25E094,1475,3047,1155.0,38.9553,123.066
24296,NG/PHE/83K10/2017/23,Nagaland,Phek,Matikhru road,25.591833,94.595278,N25E094,1469,2143,1063.0,13.2308,313.512
24297,NG/PHE/83K10/2017/38,Nagaland,Phek,LephoriReguri road,25.5925,94.628472,N25E094,1467,2262,1509.0,34.4805,61.1056
24298,NG/PHE/83K14/2017/32,Nagaland,Phek,Shillio to Avakhung,25.593333,94.855194,N25E094,1464,3079,1207.0,36.0088,335.9526
24299,NG/PHE/83K10/2017/22,Nagaland,Phek,Matikhru road,25.593472,94.596944,N25E094,1464,2149,1077.0,16.634,244.3123
24300,NG/PHE/83K14/2017/45,Nagaland,Phek,Pokhungri to Shilloi,25.593778,94.822389,N25E094,1462,2961,1381.0,35.7768,261.929
24303,NG/PHE/83K6/2015/322,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.594,94.314,N25E094,1462,1130,2002.0,27.099,97.7267
24304,NG/PHE/83K14/2017/36,Nagaland,Phek,Shillio to Avakhung,25.594639,94.842444,N25E094,1459,3033,1248.0,31.8733,47.3997
24305,NG/PHE/83K14/2017/31,Nagaland,Phek,Shillio to Avakhung,25.595083,94.857778,N25E094,1458,3088,1236.0,21.3553,307.6381
24306,NG/PHE/83K14/2017/59,Nagaland,Phek,Washello to Zhipu,25.596111,94.785444,N25E094,1454,2828,850.0,23.9651,278.3762
24307,NG/PHE/83K14/2017/37,Nagaland,Phek,Shillio to Avakhung,25.597167,94.842028,N25E094,1450,3031,1241.0,43.4798,93.1803
24308,NG/PHE/83K14/2017/58,Nagaland,Phek,Washello to Zhipu,25.597778,94.767,N25E094,1448,2761,1753.0,39.3759,84.3402
24309,NG/PHE/83K6/2015/316,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.598,94.31,N25E094,1447,1116,2004.0,37.6565,28.8591
24310,NG/PER/83G14/2015/18,Nagaland,Peren,Kohima-Khonoma-Pedi-Peren,25.598,93.848,N25E093,1447,3053,1733.0,45.3163,231.3624
24311,NG/PHE/83K10/2017/20,Nagaland,Phek,Lephori road,25.599056,94.617222,N25E094,1443,2222,1299.0,28.1531,285.3482
24312,NG/PHE/83K10/2017/19,Nagaland,Phek,Lephori road,25.599722,94.612972,N25E094,1441,2207,1281.0,27.4408,36.6058
24313,NG/PHE/83K14/2017/38,Nagaland,Phek,Shillio to Avakhung,25.6,94.841389,N25E094,1440,3029,1283.0,23.4743,64.0248
24314,NG/PHE/83K10/2017/18,Nagaland,Phek,Lephori road,25.600306,94.613222,N25E094,1439,2208,1264.0,22.7447,100.0066
24315,NG/PHE/83K6/2015/302,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.601,94.31,N25E094,1436,1116,1905.0,19.7575,110.4432
24316,NG/PHE/83K14/2017/42,Nagaland,Phek,Pokhungri,25.601028,94.829722,N25E094,1436,2987,1480.0,27.056,296.3409
24317,NG/PHE/83K6/2015/313,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.602,94.427,N25E094,1433,1537,838.0,22.152,247.8063
24318,NG/PHE/83K14/2017/46,Nagaland,Phek,Pokhungri to Shilloi,25.602208,94.823292,N25E094,1432,2964,1264.0,29.6952,272.0334
24319,NG/PHE/83K14/2017/21,Nagaland,Phek,Shillio to Avakhung,25.602511,94.891208,N25E094,1431,3208,1020.0,38.5399,149.1591
24321,NG/PHE/83K14/2017/39,Nagaland,Phek,Shillio to Avakhung,25.604389,94.839583,N25E094,1424,3022,1339.0,42.3706,70.8342
24322,NG/PHE/83K14/2017/61,Nagaland,Phek,Washello to Zhipu,25.604444,94.76,N25E094,1424,2736,1804.0,30.3925,343.5548
24323,NG/PHE/83K14/2017/60,Nagaland,Phek,Washello to Zhipu,25.604611,94.768083,N25E094,1423,2765,1747.0,36.0164,25.6015
24326,NG/PHE/83K14/2017/40,Nagaland,Phek,Shillio to Avakhung,25.605458,94.839083,N25E094,1420,3021,1316.0,34.1829,62.304
24327,NG/PHE/83K14/2017/49,Nagaland,Phek,Pokhungri to Shilloi,25.6055,94.800833,N25E094,1420,2883,1123.0,29.8604,285.957
24328,NG/PHE/83K6/2015/327,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.607,94.321,N25E094,1415,1156,1847.0,25.6902,136.343
24329,NG/PHE/83K14/2017/41,Nagaland,Phek,Shillio to Avakhung,25.607778,94.837944,N25E094,1412,3017,1330.0,43.1195,104.5165
24330,NG/KOH/83K2/2015/216,Nagaland,Kohima,SE downslope of Mima village,25.608,94.146,N25E094,1411,526,1524.0,22.4232,108.8833
24331,NG/PHE/83K14/2017/47,Nagaland,Phek,Pokhungri to Shilloi,25.609472,94.806111,N25E094,1406,2902,1176.0,44.7645,318.3057
24332,NG/KOH/83K2/2015/208,Nagaland,Kohima,Mima village,25.61,94.139,N25E094,1404,500,1528.0,18.5142,187.7018
24334,NL/KOH/83K02/2014/41,Nagaland,Kohima,Adjacent to junction of Kidima-,25.61092,94.20064,N25E094,1401,722,1244.0,38.6315,65.4661
24335,NG/PHE/83K10/2017/11,Nagaland,Phek,Washello to Zhipu,25.611028,94.747167,N25E094,1400,2690,1933.0,8.6015,24.5428
24337,NL/PHE/83K02/2014/04,Nagaland,Phek,Sedzii Bridge,25.61275,94.21517,N25E094,1394,775,979.0,23.9972,257.9311
24338,NG/PHE/83K10/2017/12,Nagaland,Phek,Washello to Zhipu,25.613,94.745889,N25E094,1393,2685,1968.0,27.5725,111.8395
24339,NG/PHE/83K10/2017/17,Nagaland,Phek,Lephori road,25.613472,94.583333,N25E094,1392,2100,953.0,26.2605,295.7687
24340,NG/PHE/83K6/2015/255,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.614,94.496,N25E094,1390,1786,753.0,51.7496,191.6347
24341,NG/PHE/83K6/2015/292,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.614,94.493,N25E094,1390,1775,824.0,40.1608,133.6745
24342,NG/PHE/83K6/2015/309,Nagaland,Phek,Porba agri-link road,25.614,94.319,N25E094,1390,1148,1844.0,31.4097,117.2126
24343,NG/KOH/83G14/2015/1,Nagaland,Kohima,#N/A,25.615,93.944,N25E093,1386,3398,1723.0,25.3859,183.796
24344,NL/KOH/83K02/2014/12,Nagaland,Kohima,Petrol pump station,25.61597,94.09208,N25E094,1383,331,2250.0,41.5677,102.3849
24345,NG/PHE/83K6/2015/267,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.616,94.484,N25E094,1382,1742,901.0,34.7988,123.5862
24346,NG/KOH/83K2/2015/131,Nagaland,Kohima,Kisama,25.617,94.113,N25E094,1379,407,1711.0,30.3278,128.5065
24347,NG/KOH/83G14/2015/3,Nagaland,Kohima,Dziecha on Kohima-Khonoma-,25.617,93.941,N25E093,1379,3388,1699.0,12.6424,229.4945
24348,NG/PHE/83K6/2015/331,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.618,94.468,N25E094,1375,1685,981.0,32.7909,177.2048
24349,NG/PHE/83K2/2015/120,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.618,94.209,N25E094,1375,752,839.0,16.8129,47.9591
24350,NG/PHE/83K2/2015/61,Nagaland,Phek,SSE of Kezo Town on Kohima-,25.619,94.206,N25E094,1372,742,965.0,34.7996,96.0163
24351,NG/PHE/83K6/2015/291,Nagaland,Phek,Phek-Lanye road.,25.62,94.485,N25E094,1368,1746,1106.0,26.9341,215.6637
24352,NG/PHE/83K6/2015/295,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.62,94.332,N25E094,1368,1195,1800.0,21.359,155.5963
24353,NG/PHE/83K14/2017/48,Nagaland,Phek,Pokhungri to Shilloi,25.620269,94.801031,N25E094,1367,2884,687.0,36.4972,154.4884
24354,NL/PHE/83K02/2014/03,Nagaland,Phek,Chakhabama-Pfiitsero road,25.62067,94.21483,N25E094,1366,773,1030.0,29.8891,311.441
24357,NG/PHE/83K2/2015/64,Nagaland,Phek,Kohima-Meluri road (NH-150?),25.621,94.212,N25E094,1364,763,937.0,36.2232,359.6489
24360,NG/PHE/83K2/2015/106,Nagaland,Phek,SSE of Kezo Town on Kohima-,25.622,94.206,N25E094,1361,742,985.0,36.9973,95.8572
24362,NG/PHE/83K2/2015/130,Nagaland,Phek,Kohima-Pfiitsero-Meluri road,25.622,94.212,N25E094,1361,763,915.0,21.1787,228.849
24364,NG/PHE/83K6/2015/293,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.623,94.354,N25E094,1357,1274,1825.0,20.5652,258.8044
24367,NG/PHE/83K2/2015/102,Nagaland,Phek,SSE of Kezo Town on Kohima-,25.624,94.206,N25E094,1354,742,1003.0,16.7729,86.1505
24368,NG/PHE/83K6/2015/280,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.624,94.361,N25E094,1354,1300,1835.0,17.9315,20.289
24369,NG/PHE/83K6/2015/279,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.624,94.348,N25E094,1354,1253,1786.0,30.1087,169.7454
24370,NG/PHE/83K10/2017/15,Nagaland,Phek,North of Lanezho,25.624639,94.503278,N25E094,1351,1812,894.0,33.9278,122.7829
24371,NG/PHE/83K6/2015/315,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.625,94.335,N25E094,1350,1206,1932.0,24.0673,202.4499
24372,NG/PHE/83K6/2015/333,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.625,94.345,N25E094,1350,1242,1859.0,20.9302,195.6592
24373,NG/PHE/83K14/2017/33,Nagaland,Phek,Shillio to Avakhung,25.626833,94.847053,N25E094,1343,3049,441.0,23.0232,0.6052
24374,NG/PHE/83K2/2015/191,Nagaland,Phek,Downslope of Kohima-Pfiitsero-,25.628,94.211,N25E094,1339,760,940.0,19.3673,286.7276
24375,NG/PHE/83K6/2015/253,Nagaland,Phek,Thipuzu-Rihuba approach road,25.629,94.273,N25E094,1336,983,1734.0,25.1549,301.7144
24376,NG/PHE/83K6/2015/259,Nagaland,Phek,Thipuzu-Rihuba approach road,25.629,94.274,N25E094,1336,986,1769.0,24.1271,311.2692
24378,NL/KOH/83K02/2014/33,Nagaland,Kohima,Dzu-a to Jakhama road,25.62978,94.19514,N25E094,1333,703,936.0,26.2437,262.9272
24379,NG/KOH/83K2/2015/103,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.63,94.014,N25E094,1332,50,1880.0,23.4394,351.6661
24381,NG/PHE/83K6/2015/269,Nagaland,Phek,Thipuzu approach road,25.63,94.259,N25E094,1332,932,1213.0,27.8487,332.6918
24382,NG/KOH/83K2/2015/186,Nagaland,Kohima,On the immediate downslope of,25.63,94.103,N25E094,1332,371,1476.0,19.9024,132.9894
24383,NG/PHE/83K2/2015/71,Nagaland,Phek,SSE of Kezo Town on Kohima-,25.631,94.203,N25E094,1328,731,987.0,23.5508,92.6609
24384,NG/KOH/83K2/2015/211,Nagaland,Kohima,NE of Mitelephe village,25.631,94.174,N25E094,1328,626,1114.0,18.3295,77.2978
24385,NG/PHE/83K6/2015/303,Nagaland,Phek,Thipuzu approach road,25.631,94.257,N25E094,1328,925,1146.0,32.9028,8.7792
24386,NG/KOH/83G14/2015/5,Nagaland,Kohima,Between Khonoma & Dziilekie,25.631,93.999,N25E093,1328,3596,2083.0,40.2335,66.6087
24387,NG/PHE/83K10/2017/9,Nagaland,Phek,Waziho to Mokie,25.631122,94.748497,N25E094,1328,2695,1997.0,18.227,185.4752
24388,NG/PHE/83K14/2017/1,Nagaland,Phek,Waziho to Mokie,25.631833,94.750139,N25E094,1325,2701,2056.0,42.9145,236.1403
24389,NG/PHE/83K6/2015/271,Nagaland,Phek,Thipuzu approach road,25.632,94.257,N25E094,1325,925,1138.0,25.6431,250.805
24390,NG/PHE/83K6/2015/274,Nagaland,Phek,Thipuzu approach road,25.632,94.25,N25E094,1325,900,1095.0,24.1447,115.6805
24392,NG/PHE/83K6/2015/264,Nagaland,Phek,Thipuzu approach road,25.632,94.25,N25E094,1325,900,1095.0,24.1447,115.6805
24393,NG/PHE/83K2/2015/158,Nagaland,Phek,Opp. Kezo Town,25.632,94.215,N25E094,1325,774,827.0,30.8203,245.5572
24394,NG/PHE/83K10/2017/8,Nagaland,Phek,Waziho to Zipu,25.633944,94.733056,N25E094,1318,2639,1937.0,33.5022,265.4414
24395,NG/PHE/83K6/2015/306,Nagaland,Phek,Thipuzu approach road,25.634,94.255,N25E094,1318,918,1080.0,29.2219,298.9943
24396,NG/PHE/83K6/2015/287,Nagaland,Phek,Thipuzu approach road from,25.635,94.253,N25E094,1314,911,1058.0,30.7553,110.7105
24397,NG/PHE/83K2/2015/207,Nagaland,Phek,Opp. Kezo Town,25.635,94.217,N25E094,1314,781,880.0,33.416,288.9711
24398,NG/PHE/83K6/2015/300,Nagaland,Phek,Thipuzu approach road,25.635,94.252,N25E094,1314,907,1096.0,19.5256,152.8908
24399,NL/PHE/83K02/2014/02,Nagaland,Phek,Confluence of Sedzu Ru and Kerori Ru,25.63669,94.21986,N25E094,1308,791,892.0,32.6017,347.021
24400,NG/PHE/83K14/2017/2,Nagaland,Phek,Waziho to Mokie,25.6375,94.757556,N25E094,1305,2727,2096.0,37.4514,166.443
24402,NAG/KOH/83K02/2007/F-1,Nagaland,Kohima,Phesama slide,25.63861,94.115,N25E094,1301,414,1320.0,16.4414,141.4152
24403,NG/PHE/83K14/2017/3,Nagaland,Phek,Waziho to Mokie,25.640056,94.765278,N25E094,1296,2755,2116.0,40.2822,197.2539
24404,NG/PHE/83K10/2017/7,Nagaland,Phek,Waziho to Zipu,25.640389,94.732444,N25E094,1295,2637,1835.0,32.4541,211.4899
24405,NG/PHE/83K10/2017/16,Nagaland,Phek,Wazeho to Molen,25.641,94.730878,N25E094,1292,2631,1762.0,40.2362,312.0354
24407,NG/KOH/83K2/2015/91,Nagaland,Kohima,Upslope of NH-29,25.644,94.107,N25E094,1282,385,1596.0,32.8495,23.7814
24408,NG/KOH/83K2/2015/140,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.645,94.034,N25E094,1278,122,1587.0,27.875,253.5545
24409,NG/KOH/83G14/2015/2,Nagaland,Kohima,Between Khonoma & Dziilekie,25.645,93.992,N25E093,1278,3571,2043.0,16.7589,168.8256
24410,NG/KOH/83K2/2015/63,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.646,94.033,N25E094,1274,119,1564.0,16.2892,247.1838
24415,NG/PHE/83K14/2017/4,Nagaland,Phek,Waziho to Mokie,25.646389,94.766389,N25E094,1273,2759,2011.0,27.1466,6.0307
24416,NG/PHE/83K6/2015/288,Nagaland,Phek,Pholami village,25.647,94.378,N25E094,1271,1361,1475.0,22.8148,205.2691
