Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
23847,MIZ/SER/84A15/2025/135,Mizoram,Serchhip,New Serchhip,23.3466,92.854847,2025-06-01,897.0,16.7978,162.1436,60.5,261.8,383.8,Open-Meteo historical weather,reanalysis,available,0.428542,0.426125,0.363833,0.306333,0.381208,Open-Meteo ERA5-Land,reanalysis,available
23849,MIZ/SER/84A15/2025/137,Mizoram,Serchhip,Serchhip Bypass road,23.301587,92.868485,2025-05-31,864.0,23.7064,145.1109,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23850,MIZ/SER/84A15/2025/138,Mizoram,Serchhip,Serchhip Bypass road,23.313996,92.863984,2025-05-31,916.0,19.4496,103.2503,33.7,235.2,356.1,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23852,MIZ/SER/84A15/2025/140,Mizoram,Serchhip,Serchhip Bypass road,23.3228,92.862406,2025-05-31,946.0,20.4205,159.1993,33.7,235.2,356.1,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23853,MIZ/SER/84A15/2025/141,Mizoram,Serchhip,NH 54,23.286141,92.868152,2025-05-31,985.0,36.0554,262.9755,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23854,MIZ/SER/84A15/2025/142,Mizoram,Serchhip,NH 54,23.281219,92.869608,2025-05-31,1046.0,47.5702,245.5239,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23855,MIZ/SER/84A15/2025/143,Mizoram,Serchhip,NH 54,23.274148,92.871011,2025-05-31,1089.0,26.973,246.5723,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23856,MIZ/SER/84A15/2025/144,Mizoram,Serchhip,NH 54,23.272548,92.874296,2025-05-31,1024.0,36.4526,208.1086,30.2,149.9,265.2,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23857,MIZ/SER/84A15/2025/145,Mizoram,Serchhip,NH 54,23.271227,92.874544,2025-06-01,945.0,30.059,225.0669,56.3,182.3,302.1,Open-Meteo historical weather,reanalysis,available,0.428542,0.426125,0.363833,0.306333,0.381208,Open-Meteo ERA5-Land,reanalysis,available
23858,MIZ/SER/84A15/2025/146,Mizoram,Serchhip,NH 54,23.270548,92.877577,2025-06-01,1087.0,34.3018,234.454,56.3,182.3,302.1,Open-Meteo historical weather,reanalysis,available,0.428542,0.426125,0.363833,0.306333,0.381208,Open-Meteo ERA5-Land,reanalysis,available
23859,MIZ/SER/84A15/2025/147,Mizoram,Serchhip,NH 54,23.67701,92.87895,2025-06-01,407.0,20.2133,124.0946,33.1,162.6,275.5,Open-Meteo historical weather,reanalysis,available,0.426333,0.426208,0.408125,0.310167,0.392708,Open-Meteo ERA5-Land,reanalysis,available
23860,MIZ/SER/84A16/2025/148,Mizoram,Serchhip,Keitum,23.243855,92.905242,2025-05-31,745.0,32.8571,217.8609,29.8,134.4,235.5,Open-Meteo historical weather,reanalysis,available,0.424542,0.418917,0.333958,0.308,0.371354,Open-Meteo ERA5-Land,reanalysis,available
23861,MIZ/SER/84A15/2025/149,Mizoram,Serchhip,Serchhip - Thenzawl road,23.286735,92.85703,2025-05-31,882.0,34.7092,134.048,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23862,MIZ/SER/84A15/2025/150,Mizoram,Serchhip,Serchhip - Thenzawl road,23.284565,92.857096,2025-05-31,830.0,31.9729,57.8844,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.424792,0.420083,0.3375,0.306,0.372094,Open-Meteo ERA5-Land,reanalysis,available
23863,MIZ/SER/84A15/2025/151,Mizoram,Serchhip,Serchhip - Thenzawl road,23.281443,92.840145,2025-06-01,662.0,44.0522,297.9375,61.7,241.3,357.7,Open-Meteo historical weather,reanalysis,available,0.428958,0.42725,0.378708,0.301,0.383979,Open-Meteo ERA5-Land,reanalysis,available
23864,MIZ/SER/84A15/2025/152,Mizoram,Serchhip,Serchhip - Thenzawl road,23.280947,92.8367,2025-06-01,621.0,36.7733,145.9432,61.7,241.3,357.7,Open-Meteo historical weather,reanalysis,available,0.428958,0.42725,0.378708,0.301,0.383979,Open-Meteo ERA5-Land,reanalysis,available
23865,MIZ/SER/84A15/2025/153,Mizoram,Serchhip,Serchhip - Thenzawl road,23.288276,92.830821,2025-05-31,550.0,25.287,217.9907,32.2,214.3,317.7,Open-Meteo historical weather,reanalysis,available,0.425125,0.420833,0.353417,0.301,0.375094,Open-Meteo ERA5-Land,reanalysis,available
23869,MIZ/SER/84A11/2025/157,Mizoram,Serchhip,Thenzawl - Buarpui road,23.307135,92.707624,2025-05-31,458.0,32.6262,132.5643,31.1,250.1,347.7,Open-Meteo historical weather,reanalysis,available,0.424875,0.42025,0.351792,0.299,0.373979,Open-Meteo ERA5-Land,reanalysis,available
23870,MIZ/SER/84A11/2025/158,Mizoram,Serchhip,Thenzawl - Buarpui road,23.306409,92.706083,2025-05-31,415.0,26.6632,187.5638,31.1,250.1,347.7,Open-Meteo historical weather,reanalysis,available,0.424875,0.42025,0.351792,0.299,0.373979,Open-Meteo ERA5-Land,reanalysis,available
23871,MIZ/SER/84A11/2025/159,Mizoram,Serchhip,Thenzawl - Buarpui road,23.306012,92.704212,2025-05-31,433.0,29.6127,203.2906,31.1,250.1,347.7,Open-Meteo historical weather,reanalysis,available,0.424875,0.42025,0.351792,0.299,0.373979,Open-Meteo ERA5-Land,reanalysis,available
23872,MIZ/SER/84A11/2025/160,Mizoram,Serchhip,Thenzawl - Buarpui road,23.300291,92.69577,2025-06-01,358.0,26.5238,144.9806,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23873,MIZ/SER/84A11/2025/161,Mizoram,Serchhip,Thenzawl - Buarpui road,23.299806,92.694901,2025-06-01,347.0,24.5287,173.3462,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23874,MIZ/SER/84A11/2025/162,Mizoram,Serchhip,Thenzawl - Buarpui road,23.299312,92.692614,2025-06-01,418.0,17.8295,168.9424,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23875,MIZ/LUNG/84A11/2025/163,Mizoram,Lunglei,Thenzawl - Buarpui road,23.297521,92.689449,2025-06-01,311.0,28.3307,202.5891,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23876,MIZ/LUNG/84A11/2025/164,Mizoram,Lunglei,Thenzawl - Buarpui road,23.30374,92.672816,2025-06-01,553.0,9.6631,31.1699,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23877,MIZ/LUNG/84A11/2025/165,Mizoram,Lunglei,Thenzawl - Buarpui road,23.304123,92.671521,2025-06-01,574.0,31.9049,30.1675,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23878,MIZ/LUNG/84A11/2025/166,Mizoram,Lunglei,Thenzawl - Buarpui road,23.306105,92.671296,2025-06-01,517.0,27.6116,96.2186,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23879,MIZ/LUNG/84A11/2025/167,Mizoram,Lunglei,Thenzawl - Buarpui road,23.306338,92.666573,2025-06-01,686.0,28.2593,27.3273,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.427333,0.377333,0.299708,0.383406,Open-Meteo ERA5-Land,reanalysis,available
23880,MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,New Khawlek,23.32044,92.643229,2025-06-01,718.0,12.2293,50.5921,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.429167,0.426667,0.371583,0.297,0.381104,Open-Meteo ERA5-Land,reanalysis,available
23881,MIZ/LUNG/84A11/2025/169,Mizoram,Lunglei,Thenzawl - Buarpui road,23.301901,92.649401,2025-06-01,725.0,23.1396,255.7464,57.3,288.1,399.0,Open-Meteo historical weather,reanalysis,available,0.429167,0.426667,0.371583,0.297,0.381104,Open-Meteo ERA5-Land,reanalysis,available
23882,MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,Buarpui,23.246611,92.655112,2025-06-01,405.0,19.0381,289.1705,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.429208,0.426833,0.364583,0.303,0.380906,Open-Meteo ERA5-Land,reanalysis,available
23883,MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,West Bungtlang to Changpui,23.2388,92.636923,2025-06-01,793.0,22.0815,20.3288,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23884,MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,West Bungtlang to Changpui,23.234538,92.637234,2025-06-01,817.0,20.6832,243.9283,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23885,MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,West Bungtlang to Changpui,23.206413,92.632701,2025-06-01,549.0,17.0433,324.9328,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23886,MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,West Bungtlang to Changpui,23.197283,92.632661,2025-06-01,591.0,23.5181,82.5194,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23887,MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,Changpui,23.174558,92.612556,2025-06-01,771.0,4.4308,340.0698,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23888,MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,Changpui,23.1739,92.611378,2025-06-01,785.0,12.6147,280.4182,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23889,MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,Changpui,23.173258,92.611929,2025-06-01,793.0,15.502,270.836,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23890,MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,Changpui,23.17252,92.611434,2025-06-01,806.0,19.5651,7.8309,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23891,MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,Changpui,23.172659,92.611828,2025-06-01,800.0,17.9242,311.5375,50.3,261.5,389.0,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23892,MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,Thenhlum,23.198272,92.589291,2025-06-01,704.0,3.6946,19.9334,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23893,MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,Thenhlum,23.198961,92.590043,2025-06-01,687.0,19.1688,23.1189,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23894,MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,Thenhlum,23.199095,92.586671,2025-06-01,719.0,10.0222,10.0436,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23895,MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,Thenhlum,23.199415,92.585883,2025-06-01,709.0,17.0192,7.4383,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23896,MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,Thenhlum,23.200105,92.584517,2025-06-01,705.0,15.6184,357.2917,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23897,MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.200655,92.5813,2025-06-01,737.0,21.9437,70.03,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23898,MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.201843,92.579666,2025-06-01,728.0,20.8895,44.7283,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23899,MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.202247,92.57903,2025-06-01,736.0,24.3659,42.8853,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23900,MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.203107,92.577972,2025-06-01,749.0,21.0494,61.7578,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23901,MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.203903,92.576807,2025-06-01,756.0,20.4716,25.8742,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23902,MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.204282,92.576174,2025-06-01,770.0,26.5974,41.2647,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23903,MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.204481,92.575792,2025-06-01,768.0,27.9435,41.6107,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23904,MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.205193,92.574684,2025-06-01,774.0,35.5328,55.0864,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23905,MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.214589,92.572672,2025-06-01,818.0,18.191,72.0682,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23906,MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.212919,92.558022,2025-06-01,863.0,13.9078,117.2333,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23907,MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.207082,92.509726,2025-06-01,735.0,11.0067,256.7692,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23908,MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.195616,92.546251,2025-06-01,579.0,16.3399,286.0261,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23909,MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.19796,92.543304,2025-06-01,580.0,32.3246,22.9331,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23910,MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.190022,92.554302,2025-06-01,631.0,17.0695,198.3875,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23911,MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.21035,92.539589,2025-06-01,689.0,26.5975,146.3557,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23912,MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.208921,92.541174,2025-06-01,669.0,22.5162,58.1856,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23913,MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.208823,92.53749,2025-06-01,726.0,12.6492,17.1156,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23914,MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.206239,92.491221,2025-06-01,645.0,20.5951,139.8745,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23915,MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.20549,92.543278,2025-06-01,651.0,23.7909,29.3008,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23916,MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,Thenhlum to West Bunghmun,23.219631,92.563324,2025-06-01,922.0,25.2195,206.6666,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.426667,0.364208,0.3,0.380031,Open-Meteo ERA5-Land,reanalysis,available
23917,MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,Tleu,23.204981,92.534603,2025-06-01,776.0,8.1461,139.7608,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23918,MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,Tleu,23.206253,92.533605,2025-06-01,791.0,14.9378,256.8478,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23919,MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,Tleu to West Bunghmun,23.209857,92.500587,2025-06-01,611.0,22.3515,192.9963,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23920,MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,Tleu to West Bunghmun,23.206239,92.491221,2025-06-01,645.0,20.5951,139.8745,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23921,MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,Tleu to West Bunghmun,23.199961,92.488796,2025-06-01,725.0,12.6101,67.6731,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23922,MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,West Bunghmun,23.17824,92.491031,2025-06-01,762.0,18.6793,81.7412,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23923,MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,West Bunghmun,23.180969,92.488193,2025-06-01,773.0,16.6656,270.0,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23924,MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,West Bunghmun cemetary,23.180354,92.486971,2025-06-01,744.0,9.0499,236.0148,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23925,MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,West Bunghmun,23.182466,92.487731,2025-06-01,785.0,10.3656,329.64,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23926,MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,Tleu,23.204706,92.533825,2025-06-01,775.0,13.0942,294.6812,54.1,313.9,433.5,Open-Meteo historical weather,reanalysis,available,0.429208,0.426417,0.364917,0.299,0.379885,Open-Meteo ERA5-Land,reanalysis,available
23927,MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,West Bungtlang,23.251004,92.63667,2025-06-01,749.0,9.1931,154.1855,60.6,302.9,428.6,Open-Meteo historical weather,reanalysis,available,0.429167,0.426667,0.371583,0.297,0.381104,Open-Meteo ERA5-Land,reanalysis,available
23928,MIZ/SER/84A16/2025/216,Mizoram,Serchhip,Keitum,23.234898,92.911307,2025-06-01,670.0,12.3331,60.0159,42.9,153.1,255.1,Open-Meteo historical weather,reanalysis,available,0.428833,0.426,0.361042,0.308,0.380969,Open-Meteo ERA5-Land,reanalysis,available
23929,MIZ/SER/84A16/2025/217,Mizoram,Serchhip,Serchhip to Khawbung S road,23.225619,92.924909,2025-06-01,451.0,31.6076,358.3597,42.9,153.1,255.1,Open-Meteo historical weather,reanalysis,available,0.428833,0.426,0.361042,0.308,0.380969,Open-Meteo ERA5-Land,reanalysis,available
23930,MIZ/SER/84A16/2025/218,Mizoram,Serchhip,Serchhip to Khawbung S road,23.223807,92.944448,2025-06-01,485.0,9.8157,152.7311,42.9,153.1,255.1,Open-Meteo historical weather,reanalysis,available,0.428833,0.426,0.361042,0.308,0.380969,Open-Meteo ERA5-Land,reanalysis,available
23931,MIZ/SER/84A16/2025/219,Mizoram,Serchhip,Khawlailung,23.21795,92.998007,2025-06-01,1110.0,29.8009,243.1131,37.3,111.4,228.8,Open-Meteo historical weather,reanalysis,available,0.428542,0.426083,0.366917,0.303,0.381135,Open-Meteo ERA5-Land,reanalysis,available
23932,MIZ/SER/84A16/2025/220,Mizoram,Serchhip,Khawlailung,23.217324,92.99812,2025-06-01,1082.0,19.5255,281.1866,37.3,111.4,228.8,Open-Meteo historical weather,reanalysis,available,0.428542,0.426083,0.366917,0.303,0.381135,Open-Meteo ERA5-Land,reanalysis,available
23933,MIZ/SER/84E04/2025/221,Mizoram,Serchhip,Serchhip to Khawbung S road,23.19917,93.000199,2025-06-01,768.0,36.0733,202.7561,39.0,117.7,233.0,Open-Meteo historical weather,reanalysis,available,0.428542,0.426083,0.366917,0.303,0.381135,Open-Meteo ERA5-Land,reanalysis,available
23934,MIZ/SER/84E04/2025/222,Mizoram,Serchhip,Serchhip to Khawbung S road,23.1915,93.011024,2025-05-31,875.0,39.9056,226.5944,14.3,106.7,217.6,Open-Meteo historical weather,reanalysis,available,0.424667,0.419542,0.341333,0.303,0.372135,Open-Meteo ERA5-Land,reanalysis,available
23935,MIZ/SER/84E04/2025/223,Mizoram,Serchhip,Serchhip to Khawbung S road,23.183361,93.066742,2025-05-31,1033.0,30.1644,23.1973,15.4,84.6,199.2,Open-Meteo historical weather,reanalysis,available,0.42325,0.417125,0.326917,0.302,0.367323,Open-Meteo ERA5-Land,reanalysis,available
23937,MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,Serchhip to Khawbung S road,23.229765,93.127521,2025-05-31,1009.0,28.8147,209.7599,14.4,90.3,199.0,Open-Meteo historical weather,reanalysis,available,0.42325,0.417125,0.326917,0.302,0.367323,Open-Meteo ERA5-Land,reanalysis,available
23938,MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,Serchhip to Khawbung S road,23.2066,93.148665,2025-06-01,830.0,33.051,258.8833,33.9,100.5,217.3,Open-Meteo historical weather,reanalysis,available,0.428125,0.423833,0.350542,0.302,0.376125,Open-Meteo ERA5-Land,reanalysis,available
23939,MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,Serchhip to Khawbung S road,23.197704,93.163019,2025-05-31,546.0,31.6108,239.1439,21.2,90.4,206.0,Open-Meteo historical weather,reanalysis,available,0.420833,0.41325,0.299542,0.302,0.358906,Open-Meteo ERA5-Land,reanalysis,available
23940,MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,Serchhip to Vaphai road,23.198136,93.166988,2025-06-01,663.0,27.8033,208.9656,30.7,102.3,214.2,Open-Meteo historical weather,reanalysis,available,0.426792,0.419625,0.321,0.302,0.367354,Open-Meteo ERA5-Land,reanalysis,available
23941,MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,Serchhip to Vaphai road,23.177311,93.198157,2025-06-01,1149.0,17.0639,253.9264,34.4,101.9,194.8,Open-Meteo historical weather,reanalysis,available,0.426792,0.419625,0.321,0.302,0.367354,Open-Meteo ERA5-Land,reanalysis,available
