sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
BG-07239,Manipur,24.985336,93.352665,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,262.0,22.4518,71.7575,SRTM 1 arc-second DEM,DEM-derived,True,2008-06-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,16.0,41.8,52.3,Open-Meteo historical weather,reanalysis,available,0.394512,0.381792,0.302625,0.308,0.346732,Open-Meteo ERA5-Land,reanalysis,available
BG-07240,Arunachal Pradesh,28.138891,94.106504,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,1124.0,39.8497,309.7407,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.5,35.8,100.6,Open-Meteo historical weather,reanalysis,available,0.422321,0.423143,0.424012,0.427125,0.42415,Open-Meteo ERA5-Land,reanalysis,available
BG-07241,Arunachal Pradesh,27.363094,93.224151,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1737.0,29.6096,291.7084,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,26.0,112.0,202.6,Open-Meteo historical weather,reanalysis,available,0.426036,0.426488,0.42594,0.427679,0.426536,Open-Meteo ERA5-Land,reanalysis,available
BG-07242,Assam,26.342426,89.883546,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E089,42.0,2.0667,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,38.1,63.3,183.9,Open-Meteo historical weather,reanalysis,available,0.423208,0.425042,0.425411,0.434399,0.427015,Open-Meteo ERA5-Land,reanalysis,available
BG-07243,Sikkim,27.832749,88.597205,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4755.0,37.2418,1.3783,SRTM 1 arc-second DEM,DEM-derived,True,2022-10-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,18.7,30.5,69.2,Open-Meteo historical weather,reanalysis,available,0.425006,0.424589,0.414286,0.424,0.42197,Open-Meteo ERA5-Land,reanalysis,available
BG-07244,Sikkim,27.923713,88.694155,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4796.0,27.8172,18.1894,SRTM 1 arc-second DEM,DEM-derived,True,2023-10-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.6,39.9,50.2,Open-Meteo historical weather,reanalysis,available,0.375845,0.365702,0.28131,0.405339,0.357049,Open-Meteo ERA5-Land,reanalysis,available
BG-07245,Sikkim,27.575358,88.232844,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5556.0,49.8638,317.4096,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.5,2.6,2.7,Open-Meteo historical weather,reanalysis,available,0.381071,0.370673,0.274798,0.416,0.360635,Open-Meteo ERA5-Land,reanalysis,available
BG-07246,Sikkim,27.62445,88.310474,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3221.0,35.3918,230.4113,SRTM 1 arc-second DEM,DEM-derived,True,2024-07-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.6,67.7,191.3,Open-Meteo historical weather,reanalysis,available,0.425488,0.426089,0.426286,0.428988,0.426713,Open-Meteo ERA5-Land,reanalysis,available
BG-07247,Tripura,23.658244,91.402822,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,54.0,0.9264,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.3,10.6,25.0,Open-Meteo historical weather,reanalysis,available,0.469685,0.468637,0.497476,0.484863,0.480165,Open-Meteo ERA5-Land,reanalysis,available
BG-07248,Tripura,23.89382,91.790309,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,143.0,12.2323,14.1656,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,18.7,71.1,89.6,Open-Meteo historical weather,reanalysis,available,0.421006,0.422042,0.417649,0.360792,0.405372,Open-Meteo ERA5-Land,reanalysis,available
BG-07249,Arunachal Pradesh,27.688477,94.313618,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,359.0,26.3854,54.0771,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.3,35.6,124.3,Open-Meteo historical weather,reanalysis,available,0.422155,0.422571,0.422696,0.426048,0.423368,Open-Meteo ERA5-Land,reanalysis,available
BG-07250,Tripura,23.247408,91.672201,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,74.0,9.0461,95.8291,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,25.2,66.6,84.2,Open-Meteo historical weather,reanalysis,available,0.482286,0.488268,0.42681,0.432,0.457341,Open-Meteo ERA5-Land,reanalysis,available
BG-07251,Tripura,23.567915,91.841806,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,104.0,5.7483,241.1913,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.4,60.5,81.2,Open-Meteo historical weather,reanalysis,available,0.414815,0.41325,0.385012,0.337012,0.387522,Open-Meteo ERA5-Land,reanalysis,available
BG-07252,Assam,27.272007,95.122357,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,111.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,22.7,118.8,222.4,Open-Meteo historical weather,reanalysis,available,0.452994,0.452482,0.483101,0.483048,0.467906,Open-Meteo ERA5-Land,reanalysis,available
BG-07253,Manipur,24.588688,94.136631,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E094,1509.0,17.0121,234.4555,SRTM 1 arc-second DEM,DEM-derived,True,2010-06-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.5,18.2,53.5,Open-Meteo historical weather,reanalysis,available,0.414375,0.39825,0.302286,0.365208,0.37003,Open-Meteo ERA5-Land,reanalysis,available
BG-07254,Arunachal Pradesh,28.696694,95.486138,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,3381.0,31.37,208.9312,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,66.5,99.9,174.1,Open-Meteo historical weather,reanalysis,available,0.424167,0.424506,0.425006,0.427274,0.425238,Open-Meteo ERA5-Land,reanalysis,available
BG-07255,Assam,26.570252,92.862493,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,71.0,4.1618,131.809,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,29.2,224.9,361.3,Open-Meteo historical weather,reanalysis,available,0.475173,0.487821,0.485869,0.513631,0.490624,Open-Meteo ERA5-Land,reanalysis,available
BG-07256,Tripura,23.043562,91.580865,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,89.0,6.6198,294.7073,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.1,41.0,72.6,Open-Meteo historical weather,reanalysis,available,0.480792,0.483685,0.500643,0.447161,0.47807,Open-Meteo ERA5-Land,reanalysis,available
BG-07257,Sikkim,27.581959,88.116781,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5493.0,43.4714,339.734,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.7,63.1,97.9,Open-Meteo historical weather,reanalysis,available,0.388012,0.385024,0.252851,0.429071,0.36374,Open-Meteo ERA5-Land,reanalysis,available
BG-07258,Tripura,23.515722,91.49565,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,20.0,1.0103,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,27.2,74.9,97.2,Open-Meteo historical weather,reanalysis,available,0.480387,0.486554,0.448262,0.42631,0.460378,Open-Meteo ERA5-Land,reanalysis,available
BG-07259,Manipur,24.666091,93.896982,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,771.0,0.9264,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2008-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.7,24.4,126.8,Open-Meteo historical weather,reanalysis,available,0.437399,0.439649,0.395571,0.350083,0.405676,Open-Meteo ERA5-Land,reanalysis,available
BG-07260,Sikkim,27.721457,88.156717,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,7267.0,36.5643,216.2323,SRTM 1 arc-second DEM,DEM-derived,True,2022-11-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,0.0,0.0,Open-Meteo historical weather,reanalysis,available,0.355,0.355,0.23,0.414,0.3385,Open-Meteo ERA5-Land,reanalysis,available
BG-07261,Meghalaya,25.508258,90.482736,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,645.0,19.3604,49.8907,SRTM 1 arc-second DEM,DEM-derived,True,2007-07-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,34.5,69.1,87.9,Open-Meteo historical weather,reanalysis,available,0.480131,0.486149,0.453863,0.495417,0.47889,Open-Meteo ERA5-Land,reanalysis,available
BG-07262,Sikkim,27.989235,88.776983,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5602.0,45.8172,163.4566,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.4,5.2,10.8,Open-Meteo historical weather,reanalysis,available,0.389429,0.387679,0.403494,0.334929,0.378882,Open-Meteo ERA5-Land,reanalysis,available
BG-07263,Arunachal Pradesh,28.99287,95.970263,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,1930.0,50.6716,91.5183,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,37.8,68.3,137.9,Open-Meteo historical weather,reanalysis,available,0.426161,0.426542,0.426655,0.428089,0.426862,Open-Meteo ERA5-Land,reanalysis,available
BG-07264,Sikkim,27.556027,88.082693,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5598.0,22.1225,23.8154,SRTM 1 arc-second DEM,DEM-derived,True,2021-08-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.6,50.8,100.3,Open-Meteo historical weather,reanalysis,available,0.435982,0.412,0.423667,0.438762,0.427603,Open-Meteo ERA5-Land,reanalysis,available
BG-07265,Sikkim,27.92298,88.470424,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5185.0,19.8213,305.6748,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.8,5.1,9.9,Open-Meteo historical weather,reanalysis,available,0.427804,0.428536,0.417232,0.397774,0.417836,Open-Meteo ERA5-Land,reanalysis,available
BG-07266,Sikkim,27.732683,88.329214,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4951.0,13.9639,167.2675,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,16.1,23.5,92.7,Open-Meteo historical weather,reanalysis,available,0.417839,0.408071,0.297738,0.422,0.386412,Open-Meteo ERA5-Land,reanalysis,available
BG-07267,Sikkim,27.594478,88.175364,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4705.0,22.5094,347.2831,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.7,66.4,92.7,Open-Meteo historical weather,reanalysis,available,0.425631,0.42719,0.41831,0.434649,0.426445,Open-Meteo ERA5-Land,reanalysis,available
BG-07268,Meghalaya,25.235975,90.212072,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,38.0,2.1162,208.9319,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-30,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,48.6,121.4,149.9,Open-Meteo historical weather,reanalysis,available,0.402173,0.400631,0.353625,0.313607,0.367509,Open-Meteo ERA5-Land,reanalysis,available
BG-07269,Tripura,23.48233,91.733562,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,84.0,4.4361,65.3642,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,5.0,14.9,34.7,Open-Meteo historical weather,reanalysis,available,0.412095,0.413494,0.411333,0.348351,0.396318,Open-Meteo ERA5-Land,reanalysis,available
BG-07270,Tripura,22.996687,91.600444,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N22E091,65.0,23.577,211.5505,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.1,41.0,72.6,Open-Meteo historical weather,reanalysis,available,0.480792,0.483685,0.500643,0.447161,0.47807,Open-Meteo ERA5-Land,reanalysis,available
BG-07271,Assam,25.745744,92.838288,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,97.0,4.2308,150.9651,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.2,67.3,133.1,Open-Meteo historical weather,reanalysis,available,0.474827,0.488607,0.492917,0.515875,0.493057,Open-Meteo ERA5-Land,reanalysis,available
BG-07272,Tripura,23.542287,91.898494,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,117.0,13.1066,114.6259,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.4,13.0,34.2,Open-Meteo historical weather,reanalysis,available,0.412256,0.41403,0.411726,0.349167,0.396795,Open-Meteo ERA5-Land,reanalysis,available
BG-07273,Tripura,23.519821,91.644476,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,55.0,1.0103,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,22.8,75.5,95.6,Open-Meteo historical weather,reanalysis,available,0.433506,0.434375,0.406732,0.367893,0.410626,Open-Meteo ERA5-Land,reanalysis,available
BG-07274,Meghalaya,25.383994,89.87407,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,60.0,19.0809,304.1212,SRTM 1 arc-second DEM,DEM-derived,True,2014-09-23,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.5,59.3,110.8,Open-Meteo historical weather,reanalysis,available,0.403476,0.401077,0.353964,0.412321,0.39271,Open-Meteo ERA5-Land,reanalysis,available
BG-07275,Tripura,23.867425,91.84799,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,134.0,11.4721,44.1869,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.7,12.2,20.0,Open-Meteo historical weather,reanalysis,available,0.40572,0.408167,0.411613,0.377887,0.400847,Open-Meteo ERA5-Land,reanalysis,available
BG-07276,Manipur,24.029606,93.704036,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,1476.0,22.9944,307.5648,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.3,57.5,94.5,Open-Meteo historical weather,reanalysis,available,0.421113,0.42297,0.422113,0.409685,0.41897,Open-Meteo ERA5-Land,reanalysis,available
BG-07277,Tripura,23.616804,91.828764,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,119.0,5.0414,336.4156,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.4,60.5,81.2,Open-Meteo historical weather,reanalysis,available,0.414815,0.41325,0.385012,0.337012,0.387522,Open-Meteo ERA5-Land,reanalysis,available
BG-07278,Mizoram,23.054788,92.446157,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,246.0,3.1563,252.9487,SRTM 1 arc-second DEM,DEM-derived,True,2024-09-13,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,54.4,92.7,126.3,Open-Meteo historical weather,reanalysis,available,0.414631,0.416095,0.420083,0.423232,0.41851,Open-Meteo ERA5-Land,reanalysis,available
BG-07279,Meghalaya,25.828082,90.780444,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,89.0,8.9496,214.7747,SRTM 1 arc-second DEM,DEM-derived,True,2024-06-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,65.1,113.9,151.8,Open-Meteo historical weather,reanalysis,available,0.481012,0.492208,0.504244,0.486167,0.490908,Open-Meteo ERA5-Land,reanalysis,available
BG-07280,Arunachal Pradesh,27.45789,92.87252,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,1925.0,8.2673,38.8329,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,55.7,159.0,327.2,Open-Meteo historical weather,reanalysis,available,0.427446,0.427827,0.427554,0.429071,0.427975,Open-Meteo ERA5-Land,reanalysis,available
BG-07281,Arunachal Pradesh,28.983531,96.138725,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,2691.0,2.812,228.8219,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,37.8,68.3,137.9,Open-Meteo historical weather,reanalysis,available,0.426006,0.426274,0.426762,0.427601,0.426661,Open-Meteo ERA5-Land,reanalysis,available
BG-07282,Nagaland,25.596672,93.52714,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E093,358.0,4.1427,132.046,SRTM 1 arc-second DEM,DEM-derived,True,2024-07-06,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.6,13.1,141.2,Open-Meteo historical weather,reanalysis,available,0.47406,0.481679,0.490202,0.515268,0.490302,Open-Meteo ERA5-Land,reanalysis,available
BG-07283,Tripura,23.917184,91.864128,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,87.0,2.2275,245.4365,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.5,11.3,28.0,Open-Meteo historical weather,reanalysis,available,0.402357,0.403845,0.407976,0.356667,0.392711,Open-Meteo ERA5-Land,reanalysis,available
BG-07284,Arunachal Pradesh,29.121874,95.858814,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E095,1904.0,7.0058,48.86,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,19.2,45.5,107.8,Open-Meteo historical weather,reanalysis,available,0.424833,0.425417,0.424399,0.428107,0.425689,Open-Meteo ERA5-Land,reanalysis,available
BG-07285,Tripura,24.303878,92.102433,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,74.0,16.8068,273.0687,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.3,5.2,11.8,Open-Meteo historical weather,reanalysis,available,0.374244,0.376613,0.407827,0.342143,0.375207,Open-Meteo ERA5-Land,reanalysis,available
BG-07286,Nagaland,25.631317,93.46678,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E093,241.0,9.4043,167.4927,SRTM 1 arc-second DEM,DEM-derived,True,2025-07-07,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.1,44.7,116.7,Open-Meteo historical weather,reanalysis,available,0.48275,0.486167,0.507393,0.496708,0.493254,Open-Meteo ERA5-Land,reanalysis,available
BG-07287,Sikkim,27.948584,88.316657,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5223.0,19.3852,141.3723,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.6,16.5,45.7,Open-Meteo historical weather,reanalysis,available,0.401863,0.397452,0.387673,0.397869,0.396214,Open-Meteo ERA5-Land,reanalysis,available
BG-07288,Arunachal Pradesh,27.810428,93.806275,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1286.0,40.5849,305.8128,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.5,35.0,167.6,Open-Meteo historical weather,reanalysis,available,0.423708,0.424357,0.424214,0.428423,0.425176,Open-Meteo ERA5-Land,reanalysis,available
BG-07289,Arunachal Pradesh,28.209211,96.361325,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,2734.0,50.4971,29.9471,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.7,68.4,117.6,Open-Meteo historical weather,reanalysis,available,0.424399,0.424982,0.424167,0.426232,0.424945,Open-Meteo ERA5-Land,reanalysis,available
BG-07290,Tripura,23.881723,91.862156,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,106.0,8.8417,114.5695,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,18.0,66.9,83.7,Open-Meteo historical weather,reanalysis,available,0.419685,0.419875,0.409869,0.345786,0.398804,Open-Meteo ERA5-Land,reanalysis,available
BG-07291,Sikkim,27.994984,88.77918,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5294.0,29.4401,256.7503,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.6,9.3,30.2,Open-Meteo historical weather,reanalysis,available,0.337714,0.273601,0.239982,0.295446,0.286686,Open-Meteo ERA5-Land,reanalysis,available
BG-07292,Sikkim,27.931182,88.426382,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4719.0,21.6228,255.8327,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.1,14.6,43.7,Open-Meteo historical weather,reanalysis,available,0.413881,0.411214,0.376411,0.423,0.406126,Open-Meteo ERA5-Land,reanalysis,available
BG-07293,Tripura,24.211819,92.042519,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,34.0,2.2317,114.5138,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.3,63.3,82.0,Open-Meteo historical weather,reanalysis,available,0.41094,0.413964,0.379458,0.33381,0.384543,Open-Meteo ERA5-Land,reanalysis,available
BG-07294,Sikkim,27.884565,88.722646,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5157.0,15.7769,129.0156,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.5,17.4,29.8,Open-Meteo historical weather,reanalysis,available,0.405696,0.407196,0.329726,0.429792,0.393103,Open-Meteo ERA5-Land,reanalysis,available
BG-07295,Manipur,24.137892,93.784048,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,852.0,25.5751,219.0057,SRTM 1 arc-second DEM,DEM-derived,True,2011-05-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.9,30.3,66.3,Open-Meteo historical weather,reanalysis,available,0.433625,0.435756,0.406679,0.372726,0.412196,Open-Meteo ERA5-Land,reanalysis,available
BG-07296,Tripura,23.329754,91.738797,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,74.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,21.8,66.9,85.6,Open-Meteo historical weather,reanalysis,available,0.473315,0.483137,0.444542,0.424149,0.456286,Open-Meteo ERA5-Land,reanalysis,available
BG-07297,Sikkim,27.584265,88.260981,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4399.0,20.2736,307.795,SRTM 1 arc-second DEM,DEM-derived,True,2023-10-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,26.3,42.5,59.0,Open-Meteo historical weather,reanalysis,available,0.393083,0.39575,0.39753,0.415143,0.400376,Open-Meteo ERA5-Land,reanalysis,available
BG-07298,Arunachal Pradesh,28.068477,92.817559,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E092,4783.0,37.5807,205.3797,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.0,53.7,109.4,Open-Meteo historical weather,reanalysis,available,0.423125,0.42478,0.424583,0.428351,0.42521,Open-Meteo ERA5-Land,reanalysis,available
BG-07299,Sikkim,27.597607,88.113481,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6278.0,34.7091,343.157,SRTM 1 arc-second DEM,DEM-derived,True,2025-07-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.7,23.4,36.6,Open-Meteo historical weather,reanalysis,available,0.347,0.357,0.249,0.417,0.3425,Open-Meteo ERA5-Land,reanalysis,available
BG-07300,Assam,26.180027,90.449034,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,34.0,1.0322,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-06-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,37.2,83.4,93.8,Open-Meteo historical weather,reanalysis,available,0.4545,0.470518,0.484661,0.494667,0.476086,Open-Meteo ERA5-Land,reanalysis,available
